thumb,index,middle,ring,pinky,palm_normal_angle,class
4663.89238,6618.41624,6126.40052,5771.23473,5980.7475,172.51203,zero
4674.0523,6604.83397,6102.16038,5728.20209,5878.96674,171.2468,zero
4728.9419,6636.36901,6149.05656,5745.61681,5855.73638,170.37359,zero
4677.78714,6610.61713,6080.28278,5710.60073,5861.62894,170.2782,zero
4698.14351,6576.79973,6064.33816,5710.5678,5839.11917,170.1421,zero
4712.8286,6595.70646,6062.35995,5710.09973,5848.45095,170.24921,zero
4722.08688,6599.04568,6061.00944,5698.78949,5824.85869,169.87206,zero
4692.31118,6578.48446,6029.13582,5693.14516,5818.64099,170.00826,zero
4713.49976,6580.12007,6031.80662,5698.33416,5838.52765,170.27894,zero
4702.8562,6615.87144,6081.292,5721.66297,5871.54023,170.83897,zero
4070.07073,6776.30394,6054.90229,5886.47277,6196.71178,165.9894,zero
4041.58259,6780.63898,6053.11356,5853.57932,6156.26693,165.75764,zero
4056.47973,6791.18879,6082.98328,5847.97691,6122.44728,165.52388,zero
4009.34849,6795.8068,6085.62941,5861.58952,6133.74827,165.65655,zero
4008.30507,6791.89943,6079.92545,5855.97478,6128.02379,165.76574,zero
4073.46657,6794.01982,6087.88919,5857.85291,6126.68557,165.94719,zero
4090.86682,6810.48813,6110.65783,5878.39827,6139.93663,166.36814,zero
3764.40581,6819.70592,6095.05277,5908.41701,6187.42693,166.61522,zero
3732.96634,6822.268,6085.22271,5895.67649,6180.39346,166.46116,zero
3837.93831,6817.96034,6091.39081,5905.64808,6187.03041,166.40102,zero
4756.45861,6678.08926,6004.24609,5774.92154,6004.92336,172.74666,zero
4800.54573,6636.23334,5980.35386,5762.38604,6019.0474,172.36478,zero
4702.87182,6667.38313,6017.01085,5788.9297,6020.82334,172.40508,zero
4786.51467,6645.75658,5961.44256,5750.31538,6018.51351,172.47267,zero
4792.12539,6672.10031,6009.8097,5776.08417,6027.89437,172.98231,zero
4745.10701,6655.73097,6002.75158,5768.45597,6009.12623,172.66993,zero
4726.35539,6659.72504,6009.04319,5767.12924,6007.54439,172.84546,zero
4700.54027,6664.66308,6025.99851,5794.65937,6019.60691,173.06122,zero
4723.63245,6671.47515,6002.75686,5789.73579,6082.28921,173.78296,zero
4701.53332,6670.38213,5996.74634,5799.77277,6089.78538,173.64072,zero
3971.1378,6666.69019,5881.72716,5718.02962,5710.62245,171.91788,zero
3980.77706,6673.91006,5905.40256,5739.7367,5717.71506,171.88784,zero
3975.75712,6704.38107,5930.33048,5756.2946,5709.45035,171.92883,zero
